id_pedido,id_cliente,data_pedido,canal,valor_bruto,desconto,categoria,subcategoria,prazo_estimado_dias,prazo_real_dias,avaliacao
345,497,2024-06-19,App,642.75,14.69,Esporte,Camiseta,8,8,5
346,193,2024-04-13,App,1146.59,151.92,Livros,Filtro de Água,3,2,4
347,434,2024-02-04,Web,6438.87,1315.2,Eletrônicos,TV,5,5,4
348,88,2025-01-19,Web,3298.03,315.74,Eletrônicos,Tablet,6,7,5
349,315,2025-05-09,App,1427.44,73.39,Casa & Cozinha,Cafeteira,6,6,4
350,223,2024-06-09,Web,437.19,52.32,Casa & Cozinha,Aspirador,8,7,4
351,284,2025-07-07,Web,62.02,0.51,Beleza,Shampoo,1,1,5
352,202,2025-08-08,Web,4969.34,657.9,Eletrônicos,Fone de Ouvido,1,4,3
353,219,2024-03-30,Web,530.61,68.86,Livros,Aspirador,6,7,4
354,327,2024-10-25,App,7332.41,408.86,Eletrônicos,TV,2,4,4
355,204,2025-04-27,Web,1025.48,0.0,Livros,Tablet,3,2,4
356,196,2025-01-13,Web,1928.18,214.01,Esporte,Bicicleta,1,1,4
357,116,2024-10-02,Web,4747.72,456.18,Eletrônicos,TV,5,5,3
358,177,2025-07-08,Web,420.23,2.32,Casa & Cozinha,Filtro de Água,10,9,5
359,268,2025-03-04,App,272.87,12.38,Livros,Infantil,1,2,4
360,41,2025-02-08,App,481.24,74.69,Livros,Não-ficção,2,5,3
361,347,2025-09-27,Web,8538.34,779.45,Casa & Cozinha,Cafeteira,6,7,3
362,217,2024-03-21,App,323.16,17.5,Casa & Cozinha,Panela,4,6,3
363,133,2024-11-23,App,8252.32,754.65,Eletrônicos,Tablet,6,7,4
364,267,2025-04-14,App,32.41,4.08,Livros,Educação,1,2,4
365,58,2025-02-28,Web,3689.73,102.84,Livros,Infantil,1,1,4
366,52,2024-10-19,App,3162.17,303.51,Esporte,Camiseta,7,6,4
367,89,2024-10-09,Web,8396.65,779.71,Eletrônicos,Notebook,4,3,4
368,354,2024-08-31,Web,533.58,18.92,Beleza,Perfume,2,1,4
369,11,2024-12-11,App,1050.06,142.14,Beleza,Perfume,5,6,5
370,440,2024-04-10,App,1739.31,252.25,Beleza,Creme,4,1,3
371,227,2024-11-24,Web,1012.05,162.8,Eletrônicos,Tablet,4,3,4
372,109,2025-02-20,App,8616.59,452.65,Eletrônicos,Fone de Ouvido,8,7,4
373,160,2025-06-02,Web,313.88,43.66,Livros,Educação,3,1,3
374,427,2024-07-24,App,173.76,25.37,Esporte,Bola,6,5,4
375,185,2024-07-22,Web,511.61,25.21,Livros,Não-ficção,1,2,5
376,229,2024-06-30,App,56.88,8.55,Livros,HQ,2,2,4
377,84,2024-09-21,App,1981.3,286.9,Beleza,Creme,1,1,5
378,293,2024-08-07,App,465.43,23.79,Beleza,Aspirador,2,1,4
379,443,2024-01-10,Web,557.68,44.42,Casa & Cozinha,Cafeteira,5,4,4
380,5,2024-08-17,Web,4477.6,177.51,Beleza,Maquiagem,6,6,3
381,112,2025-04-22,Web,288.71,7.26,Esporte,Camiseta,1,2,4
382,4,2025-06-07,App,3435.14,534.07,Beleza,Creme,3,1,5
383,167,2024-10-10,Web,1112.36,0.0,Beleza,Creme,2,3,3
384,461,2024-02-28,App,5159.01,347.47,Beleza,Maquiagem,7,8,3
385,133,2025-03-04,Web,490.4,29.59,Livros,Infantil,5,6,5
386,366,2024-08-15,App,350.96,38.98,Livros,Ficção,2,2,5
387,431,2025-07-25,Web,1105.87,177.76,Casa & Cozinha,Liquidificador,5,3,5
388,372,2025-07-26,App,24.39,3.93,Beleza,Protetor Solar,2,1,3
389,114,2024-12-29,Web,5568.36,977.96,Esporte,Protetor Solar,7,7,4
390,241,2024-02-24,App,9506.85,1163.61,Livros,Tablet,1,1,5
391,445,2025-01-25,Web,1334.67,28.07,Casa & Cozinha,Panela,6,8,3
392,103,2024-12-16,Web,3244.74,724.27,Casa & Cozinha,Bola,4,5,4
393,399,2024-03-23,Web,521.59,51.62,Beleza,Maquiagem,6,7,4
394,141,2024-08-02,App,660.97,40.67,Casa & Cozinha,Panela,6,6,4
395,391,2024-03-31,Web,2880.75,304.68,Esporte,Bicicleta,3,1,5
396,495,2025-05-03,Web,466.21,0.0,Casa & Cozinha,Aspirador,7,8,5
397,487,2024-01-15,App,619.16,30.7,Livros,Educação,3,5,4
398,376,2024-09-11,Web,7953.78,774.16,Beleza,Maquiagem,6,6,4
399,422,2024-02-16,Web,129.84,13.67,Livros,Educação,5,5,5
400,173,2025-03-20,App,1637.82,335.89,Beleza,Protetor Solar,1,1,4
401,115,2024-05-14,Web,127.68,22.49,Livros,Não-ficção,1,1,3
402,188,2024-02-08,Web,6012.91,422.5,Livros,Educação,3,3,3
403,56,2024-01-21,Web,2163.15,350.8,Esporte,Bicicleta,7,9,4
404,281,2024-09-15,Web,7761.87,1.69,Eletrônicos,Smartphone,2,1,4
405,339,2024-04-13,App,759.67,61.63,Casa & Cozinha,Liquidificador,1,2,4
406,461,2024-04-17,Web,7131.18,494.7,Beleza,Creme,2,1,4
407,312,2024-07-23,App,3029.48,0.0,Esporte,Garrafa,8,7,4
408,107,2025-05-07,Web,2024.1,128.87,Eletrônicos,Tablet,5,7,4
409,428,2025-08-10,App,975.64,21.9,Eletrônicos,Tablet,1,1,4
410,39,2024-04-13,App,736.99,57.84,Beleza,Creme,5,7,4
411,417,2024-06-27,App,2136.46,245.77,Esporte,Maquiagem,14,14,3
412,24,2024-01-10,App,705.54,37.39,Beleza,Protetor Solar,4,3,5
413,319,2024-10-01,App,90.69,11.62,Beleza,Protetor Solar,3,3,5
414,206,2025-02-13,App,426.75,17.76,Esporte,Camiseta,8,9,4
415,245,2025-03-07,App,7245.4,22.61,Casa & Cozinha,TV,5,4,4
416,483,2024-06-12,Web,2894.79,216.42,Livros,Bicicleta,2,2,4
417,15,2024-05-13,Web,230.98,33.62,Esporte,Garrafa,5,6,4
418,33,2024-09-24,App,183.13,21.61,Livros,Educação,2,4,4
419,296,2025-08-01,Web,612.12,45.5,Livros,Educação,3,4,5
420,329,2025-01-29,Web,11344.64,1367.71,Eletrônicos,Smartphone,4,3,5
421,85,2024-03-17,App,753.96,57.96,Beleza,Protetor Solar,4,6,3
422,26,2025-06-03,Web,1708.59,43.2,Beleza,Garrafa,2,3,5
423,294,2025-04-03,Web,47.96,3.25,Beleza,Maquiagem,1,1,3
424,255,2024-01-19,Web,138.22,6.67,Livros,HQ,6,7,4
425,423,2024-04-03,App,740.04,50.21,Livros,Creme,3,2,4
426,419,2024-08-16,App,111.05,8.65,Livros,Ficção,3,1,5
427,187,2025-04-08,Web,4759.34,471.49,Casa & Cozinha,Filtro de Água,6,3,4
428,494,2024-10-25,Web,5141.13,402.42,Eletrônicos,TV,1,3,4
429,85,2025-05-19,Web,7081.57,336.44,Eletrônicos,Garrafa,5,4,5
430,62,2025-02-06,Web,4906.5,368.48,Beleza,Protetor Solar,2,1,5
431,345,2025-08-25,Web,6301.04,18.02,Livros,Não-ficção,2,1,4
432,284,2025-03-19,App,171.16,13.17,Livros,Não-ficção,2,4,4
433,467,2024-06-30,App,1105.87,41.67,Casa & Cozinha,Liquidificador,4,1,3
434,337,2025-09-06,App,2534.0,447.81,Esporte,Camiseta,5,6,3
435,312,2024-09-11,Web,2517.33,339.5,Casa & Cozinha,Liquidificador,1,3,3
436,360,2025-07-14,App,1157.06,71.09,Livros,Filtro de Água,1,1,4
437,149,2024-12-19,App,909.76,186.23,Casa & Cozinha,Cafeteira,1,1,4
438,356,2024-11-26,App,263.02,53.0,Livros,HQ,4,2,5
439,364,2025-03-03,App,2764.33,477.77,Beleza,Educação,3,6,4
440,75,2024-02-24,App,1399.5,88.49,Casa & Cozinha,Panela,13,12,5
441,350,2024-09-13,Web,563.23,52.85,Beleza,Creme,4,5,4
442,278,2024-02-03,Web,268.44,6.3,Livros,HQ,1,1,5
443,381,2025-07-28,Web,500.75,0.0,Beleza,Creme,5,5,3
444,25,2025-01-25,Web,22648.08,1848.46,Eletrônicos,Maquiagem,1,3,4
445,227,2024-08-18,App,1098.07,99.35,Livros,HQ,1,3,4
446,372,2024-07-17,Web,4117.12,280.44,Eletrônicos,Tablet,1,1,5
447,89,2025-06-10,Web,583.41,44.93,Beleza,Perfume,4,6,4
448,67,2024-06-13,Web,251.32,8.8,Beleza,Protetor Solar,1,1,3
449,480,2024-06-07,Web,4214.15,211.04,Beleza,Creme,2,2,3
450,363,2024-11-21,Web,6871.0,1252.54,Livros,Educação,4,3,4
451,110,2024-12-05,Web,181.97,28.59,Livros,Educação,3,2,5
452,288,2024-01-10,Web,161.72,22.68,Beleza,Shampoo,3,4,4
453,315,2025-09-28,Web,494.34,13.47,Beleza,Maquiagem,4,3,4
454,408,2024-04-26,Web,114.84,5.06,Beleza,Creme,2,1,4
455,265,2025-01-18,Web,86.23,6.05,Livros,Ficção,2,3,4
456,460,2024-07-16,Web,4747.72,404.9,Eletrônicos,TV,9,7,4
457,490,2025-07-04,Web,991.19,78.31,Casa & Cozinha,Filtro de Água,5,6,5
458,54,2024-07-29,Web,7094.39,358.59,Eletrônicos,Bicicleta,3,1,4
459,236,2024-12-05,Web,909.76,198.09,Casa & Cozinha,Cafeteira,6,5,5
460,286,2024-03-13,Web,163.32,0.0,Beleza,Perfume,5,3,5
461,231,2025-02-18,Web,1120.15,52.99,Casa & Cozinha,Liquidificador,6,3,4
462,329,2025-09-25,Web,10995.19,140.68,Eletrônicos,Notebook,1,1,5
463,149,2024-11-04,App,2710.2,518.6,Esporte,Bicicleta,5,5,5
464,421,2024-02-01,Web,1219.51,124.73,Casa & Cozinha,Liquidificador,11,12,4
465,408,2025-07-12,Web,3592.82,166.62,Beleza,Creme,4,4,3
466,448,2025-07-22,Web,49.87,2.07,Livros,Infantil,1,1,4
467,276,2025-07-14,App,431.25,40.87,Beleza,Protetor Solar,2,3,5
468,464,2025-06-08,Web,525.16,25.82,Beleza,Shampoo,5,4,5
469,93,2025-08-03,App,9087.53,874.37,Livros,Tablet,1,1,5
470,372,2025-08-17,Web,1105.87,79.37,Casa & Cozinha,Liquidificador,8,10,4
471,121,2024-04-12,Web,946.99,34.13,Casa & Cozinha,Aspirador,7,6,5
472,231,2024-12-02,App,82.63,12.99,Livros,Infantil,2,3,3
473,291,2025-01-08,App,2539.8,228.64,Beleza,Maquiagem,5,4,4
474,185,2024-05-17,App,64.4,5.89,Livros,Ficção,1,1,5
475,184,2024-11-08,Web,7275.9,982.03,Eletrônicos,Tablet,1,1,5
476,440,2024-05-23,App,7204.82,671.7,Eletrônicos,Tablet,4,5,4
477,457,2024-01-20,App,232.24,12.16,Livros,Infantil,4,4,3
478,465,2024-02-07,Web,114.21,15.87,Livros,HQ,4,1,5
479,397,2024-06-01,Web,116.88,6.46,Beleza,Creme,3,2,4
480,257,2025-06-06,Web,5415.42,272.58,Eletrônicos,Smartphone,3,4,4
481,435,2025-09-20,App,3298.73,459.94,Casa & Cozinha,Bola,11,10,4
482,290,2024-05-29,App,119.73,7.53,Esporte,Tênis,7,7,4
483,390,2025-05-14,Web,1044.07,100.4,Casa & Cozinha,Filtro de Água,9,9,5
484,106,2025-06-14,App,103.88,10.65,Livros,Ficção,4,2,4
485,452,2024-02-17,Web,6285.97,237.25,Livros,Educação,4,5,4
486,380,2024-09-26,Web,870.17,53.37,Esporte,Camiseta,6,9,3
487,428,2024-03-20,Web,643.53,32.52,Casa & Cozinha,Filtro de Água,4,5,4
488,181,2024-12-19,Web,4291.19,373.46,Eletrônicos,Smartphone,5,4,3
489,72,2025-03-26,Web,525.03,0.43,Beleza,Perfume,4,6,4
490,96,2024-06-10,Web,2273.63,97.45,Casa & Cozinha,Filtro de Água,5,7,3
491,59,2025-05-08,App,466.5,23.58,Casa & Cozinha,Panela,3,3,4
492,211,2024-01-23,Web,466.5,49.95,Casa & Cozinha,Panela,10,8,5
493,263,2024-02-10,App,1419.86,15.06,Casa & Cozinha,Cafeteira,8,7,5
494,93,2025-06-13,App,1345.29,124.75,Livros,Smartphone,5,8,4
495,421,2024-10-17,App,99.34,9.02,Livros,Ficção,2,5,2
496,88,2024-08-12,App,1148.26,0.0,Livros,Infantil,5,6,5
497,86,2024-12-16,App,2729.3,477.56,Casa & Cozinha,Filtro de Água,5,5,4
498,9,2024-07-26,Web,7652.55,946.21,Casa & Cozinha,Garrafa,10,7,4
499,450,2025-06-28,Web,164.01,4.34,Livros,Ficção,6,5,4
500,462,2025-09-09,Web,2540.85,96.12,Esporte,Bicicleta,6,8,4
501,190,2024-02-14,App,164.01,8.23,Livros,Ficção,2,1,5
502,196,2024-12-24,Web,2344.26,344.27,Livros,Infantil,3,3,4
503,393,2024-08-26,App,49.84,4.51,Livros,HQ,1,4,4
504,97,2024-01-06,App,184.08,10.49,Livros,Educação,1,1,4
505,336,2024-07-29,App,2100.68,225.38,Esporte,Tênis,1,5,4
506,219,2025-08-22,Web,3622.26,232.71,Esporte,Bicicleta,8,8,5
507,105,2025-02-27,Web,1159.22,29.44,Casa & Cozinha,Cafeteira,5,3,3
508,158,2025-08-14,Web,1879.82,258.33,Casa & Cozinha,Liquidificador,2,4,4
509,359,2024-06-14,Web,337.86,27.97,Beleza,Protetor Solar,3,2,5
510,315,2024-02-23,Web,5587.68,283.11,Eletrônicos,Tablet,10,9,5
511,41,2025-09-15,Web,2772.13,129.29,Esporte,Garrafa,3,2,5
512,267,2024-10-20,App,1599.2,96.33,Casa & Cozinha,Não-ficção,4,6,3
513,337,2025-06-14,Web,85.2,0.0,Livros,Não-ficção,1,3,3
514,119,2025-09-21,Web,423.09,89.66,Beleza,Shampoo,3,1,4
515,500,2024-06-10,Web,2928.05,240.91,Esporte,Garrafa,7,5,4
516,203,2025-02-19,Web,3151.64,213.1,Eletrônicos,Fone de Ouvido,2,5,3
517,282,2024-10-18,App,1291.78,149.74,Beleza,Protetor Solar,3,4,2
518,116,2025-09-12,App,1532.57,195.98,Esporte,Garrafa,3,5,4
519,134,2024-06-28,Web,7696.35,932.33,Eletrônicos,Tablet,2,4,4
520,175,2024-04-29,App,2526.17,102.48,Livros,Educação,4,5,3
521,493,2025-04-14,App,9269.11,72.48,Eletrônicos,Notebook,3,1,3
522,113,2024-08-23,App,748.77,70.04,Esporte,Tênis,7,6,4
523,5,2024-09-26,Web,90.69,2.75,Beleza,Protetor Solar,1,1,5
524,477,2024-07-01,Web,49.87,5.46,Livros,Infantil,2,4,3
525,485,2024-07-13,Web,161.72,16.25,Beleza,Shampoo,4,4,4
526,106,2024-08-22,Web,545.64,70.33,Esporte,Tênis,6,7,5
527,55,2024-05-02,App,4422.72,359.61,Livros,Não-ficção,2,1,4
528,22,2025-05-08,Web,241.52,43.44,Livros,Infantil,2,2,4
529,252,2024-07-06,App,1472.34,139.21,Beleza,Camiseta,5,4,5
530,217,2025-05-04,App,300.46,14.26,Beleza,Protetor Solar,5,5,4
531,352,2024-06-27,Web,109.36,17.52,Livros,Educação,2,3,5
532,353,2024-01-09,Web,84.4,3.26,Livros,Infantil,4,2,4
533,186,2025-09-19,App,342.11,1.76,Beleza,Perfume,6,7,4
534,242,2025-09-19,Web,106.62,3.38,Esporte,Bicicleta,6,6,3
535,359,2025-01-16,Web,2304.9,303.03,Esporte,Bola,8,8,4
536,68,2025-08-12,App,802.41,93.78,Beleza,Shampoo,4,4,5
537,492,2024-06-02,Web,1376.86,34.75,Esporte,Garrafa,1,1,5
538,458,2025-06-13,Web,86.23,0.0,Livros,Ficção,1,2,3
539,288,2025-08-04,Web,1482.2,98.89,Casa & Cozinha,Panela,4,4,3
540,417,2024-09-17,Web,2329.29,141.42,Beleza,Bola,3,2,3
541,286,2024-09-20,Web,285.98,30.13,Beleza,Protetor Solar,3,1,4
542,494,2025-09-12,Web,1634.28,109.7,Livros,Educação,4,1,5
543,167,2025-06-06,Web,5833.74,687.36,Eletrônicos,Tablet,1,1,4
544,490,2024-05-28,App,1431.82,176.63,Beleza,Protetor Solar,2,5,3
545,435,2024-03-14,Web,248.44,9.37,Beleza,Maquiagem,3,2,3
546,150,2024-09-30,App,2163.15,209.01,Esporte,Bicicleta,9,13,3
547,481,2025-01-06,App,2304.9,252.14,Esporte,Bola,7,6,4
548,95,2024-01-24,Web,76.64,0.58,Beleza,Shampoo,4,4,5
549,359,2024-03-22,Web,301.42,41.69,Eletrônicos,TV,6,5,4
550,450,2025-04-29,Web,288.71,28.77,Esporte,Camiseta,6,4,5
551,43,2024-04-16,Web,1683.72,234.17,Esporte,Camiseta,13,11,4
552,127,2024-10-17,Web,319.62,29.86,Livros,Educação,1,1,3
553,15,2024-02-05,App,2862.21,256.3,Beleza,Maquiagem,3,1,4
554,228,2024-05-18,App,446.91,63.84,Casa & Cozinha,Bola,13,13,3
555,289,2025-03-21,Web,608.82,7.91,Beleza,Maquiagem,4,3,4
556,46,2025-03-28,Web,1497.0,88.74,Casa & Cozinha,Panela,7,6,4
557,1,2025-06-19,App,640.1,71.45,Beleza,Creme,3,3,4
558,387,2025-05-03,Web,1239.43,88.37,Beleza,Creme,2,4,3
559,97,2025-02-25,App,136.09,7.01,Beleza,Shampoo,3,2,4
560,378,2025-02-03,App,4605.76,216.13,Eletrônicos,Tablet,3,3,3
561,123,2025-06-13,App,1639.05,183.94,Beleza,Educação,5,3,4
562,94,2024-05-19,Web,1448.15,137.82,Beleza,Bola,6,5,4
563,165,2024-01-20,Web,10724.06,1427.72,Eletrônicos,Creme,3,4,4
564,78,2024-01-16,Web,559.95,19.63,Beleza,Maquiagem,5,5,4
565,256,2025-01-15,Web,11416.49,657.28,Beleza,Tablet,4,3,4
566,29,2024-09-29,App,51.94,3.51,Livros,Ficção,7,8,4
567,459,2024-09-13,App,1303.11,104.45,Beleza,Camiseta,6,8,3
568,18,2024-07-22,Web,1206.69,173.97,Livros,Educação,7,8,3
569,160,2024-11-26,Web,196.39,31.56,Livros,Educação,3,5,3
570,153,2024-07-22,Web,3167.52,359.48,Casa & Cozinha,Filtro de Água,9,9,4
571,121,2025-03-20,Web,96.31,6.17,Beleza,Perfume,1,3,3
572,203,2024-09-05,Web,111.5,13.55,Livros,Ficção,3,2,5
573,80,2025-01-15,App,168.51,26.36,Livros,Não-ficção,2,1,4
574,317,2024-12-12,App,4653.56,315.31,Casa & Cozinha,Educação,4,5,4
575,404,2024-12-21,App,1307.58,254.11,Casa & Cozinha,Aspirador,5,8,4
576,194,2025-01-01,App,7172.36,453.58,Eletrônicos,Notebook,14,14,4
577,225,2025-07-26,Web,490.35,23.11,Casa & Cozinha,Infantil,5,3,4
578,375,2025-04-24,Web,3719.36,307.83,Livros,HQ,1,1,3
579,278,2025-01-10,Web,2246.5,262.04,Livros,Não-ficção,1,1,5
580,318,2025-01-07,App,627.14,39.93,Eletrônicos,Fone de Ouvido,5,6,4
581,276,2025-01-31,Web,137.72,11.55,Livros,HQ,1,3,4
582,329,2024-11-25,Web,5952.51,1052.82,Eletrônicos,Fone de Ouvido,3,3,3
583,481,2024-05-12,Web,5141.13,996.63,Eletrônicos,TV,1,1,4
584,51,2024-02-02,Web,752.43,97.39,Livros,Educação,4,5,5
585,7,2024-08-01,App,21648.27,2506.58,Eletrônicos,Tablet,12,9,4
586,421,2025-01-12,App,169.46,30.99,Beleza,Perfume,2,3,4
587,376,2024-03-13,App,4487.49,544.79,Casa & Cozinha,Filtro de Água,9,11,2
588,50,2024-04-13,App,437.19,0.0,Casa & Cozinha,Aspirador,7,8,4
589,337,2024-09-11,Web,5687.44,109.03,Livros,Garrafa,1,2,3
590,360,2025-03-13,App,237.8,13.81,Casa & Cozinha,Cafeteira,1,1,5
591,259,2024-12-11,App,4450.86,796.58,Esporte,Bicicleta,6,4,3
592,463,2024-11-18,Web,4963.94,1114.29,Esporte,Maquiagem,10,12,4
593,475,2024-09-17,Web,288.71,27.92,Esporte,Camiseta,10,7,4
594,18,2024-10-18,Web,283.75,16.68,Beleza,Creme,4,4,4
595,114,2024-08-07,App,192.62,0.0,Beleza,Perfume,2,4,3
596,262,2025-07-23,Web,3113.68,233.11,Eletrônicos,Notebook,1,1,4
597,136,2025-01-10,App,786.56,103.38,Beleza,Shampoo,5,5,5
598,48,2025-08-07,Web,7574.22,217.79,Beleza,Maquiagem,4,2,4
599,296,2024-04-07,Web,151.67,11.12,Livros,Infantil,4,4,5
600,400,2024-02-27,App,2365.8,0.0,Esporte,Bicicleta,5,1,4
601,445,2024-05-03,App,5415.42,359.12,Eletrônicos,Smartphone,4,3,5
602,324,2025-01-26,Web,407.2,35.38,Beleza,Maquiagem,5,6,3
603,77,2024-11-30,Web,2896.43,590.8,Eletrônicos,Fone de Ouvido,7,9,4
604,202,2025-04-01,App,1634.24,79.85,Casa & Cozinha,Tablet,4,6,4
605,76,2024-05-15,Web,2896.43,213.72,Eletrônicos,Fone de Ouvido,4,3,4
606,135,2024-03-28,Web,1237.7,124.99,Casa & Cozinha,Liquidificador,5,1,5
607,247,2025-07-26,Web,194.08,13.74,Livros,Infantil,1,4,3
608,316,2025-06-20,Web,2540.85,381.66,Esporte,Bicicleta,3,2,4
609,474,2025-08-12,Web,3072.93,330.29,Esporte,Bicicleta,11,12,3
610,305,2024-01-25,App,142.99,13.06,Beleza,Protetor Solar,2,1,4
611,412,2025-03-28,App,1044.07,35.6,Casa & Cozinha,Filtro de Água,11,10,5
612,192,2024-06-08,App,24039.72,93.26,Eletrônicos,Shampoo,6,6,4
613,420,2024-10-21,Web,1701.01,148.79,Beleza,Maquiagem,5,2,5
614,108,2025-07-04,Web,163.32,24.4,Beleza,Perfume,5,5,5
615,319,2024-05-24,App,603.0,57.01,Livros,Camiseta,1,1,3
616,131,2024-06-23,Web,522.88,50.58,Beleza,Perfume,3,1,4
617,336,2024-01-09,Web,9803.93,1078.54,Eletrônicos,TV,7,6,5
618,333,2025-01-30,Web,4447.0,162.44,Eletrônicos,TV,11,11,5
619,249,2025-09-03,Web,483.84,36.24,Livros,Não-ficção,1,1,5
620,288,2024-01-23,Web,1273.42,134.36,Beleza,Maquiagem,5,5,5
621,181,2024-12-29,App,161.28,21.24,Livros,Não-ficção,1,1,4
622,32,2024-09-20,App,4908.45,294.29,Beleza,Notebook,5,2,5
623,71,2024-03-30,App,319.01,29.87,Casa & Cozinha,Filtro de Água,7,6,4
624,294,2024-06-05,Web,321.07,11.74,Beleza,Protetor Solar,2,1,4
625,68,2024-07-30,App,1728.98,249.9,Casa & Cozinha,Aspirador,13,13,4
626,269,2024-05-18,Web,3354.8,85.03,Casa & Cozinha,Panela,7,3,4
627,61,2024-07-07,Web,13467.38,1768.87,Beleza,Maquiagem,5,5,5
628,421,2024-10-07,Web,573.41,30.84,Casa & Cozinha,Liquidificador,7,5,3
629,391,2025-09-18,App,6924.88,1011.98,Casa & Cozinha,Filtro de Água,5,9,4
630,245,2024-05-17,Web,6392.06,198.0,Casa & Cozinha,Cafeteira,6,6,4
631,71,2024-06-16,Web,4181.6,175.84,Eletrônicos,Smartphone,2,5,2
632,487,2025-02-26,Web,2638.99,124.5,Casa & Cozinha,Aspirador,5,6,4
633,225,2025-09-23,Web,3651.1,332.85,Esporte,Bola,2,4,3
634,219,2025-02-18,App,1572.22,214.73,Beleza,Maquiagem,1,1,4
635,293,2025-08-31,Web,2942.1,273.05,Livros,Educação,5,6,3
636,450,2024-02-13,App,47.22,3.07,Livros,Educação,4,5,4
637,377,2024-02-10,Web,2896.43,79.1,Eletrônicos,Fone de Ouvido,6,7,4
638,226,2025-02-11,App,1481.54,116.68,Beleza,Creme,3,2,3
639,471,2024-02-25,App,2305.63,255.21,Esporte,Bola,7,9,4
640,481,2025-07-13,Web,2304.9,207.18,Esporte,Bola,3,1,3
641,233,2025-08-27,App,1422.05,110.47,Beleza,Tablet,4,2,4
642,84,2024-05-06,Web,5488.81,349.17,Eletrônicos,Tablet,1,1,5
643,406,2025-06-07,App,66.55,1.19,Livros,HQ,1,1,5
644,394,2024-06-23,App,2496.54,136.72,Casa & Cozinha,Panela,5,7,4
645,365,2024-02-22,Web,2225.65,112.79,Esporte,Bola,4,4,4
646,93,2024-04-30,App,16805.16,601.38,Eletrônicos,Smartphone,3,1,3
647,253,2024-08-31,Web,2348.53,105.75,Esporte,Bola,6,7,3
648,4,2024-09-07,App,276.44,18.65,Livros,HQ,1,3,3
649,107,2024-02-20,Web,571.81,11.79,Beleza,Protetor Solar,3,3,5
650,438,2024-02-03,App,866.04,37.97,Beleza,Creme,5,4,4
651,345,2024-10-18,App,184.09,7.69,Livros,Infantil,4,4,4
652,297,2025-01-03,App,579.77,44.84,Beleza,Creme,2,1,5
653,460,2025-01-23,App,3372.27,239.84,Livros,HQ,4,2,3
654,356,2024-10-08,Web,116.33,13.92,Casa & Cozinha,Aspirador,7,7,4
655,314,2024-02-29,Web,594.51,29.67,Livros,Educação,1,1,4
656,479,2024-10-21,Web,770.53,91.17,Livros,Educação,4,1,4
657,289,2025-05-23,Web,500.86,29.0,Livros,Não-ficção,3,4,4
658,149,2024-07-17,Web,1120.15,150.43,Casa & Cozinha,Liquidificador,5,2,4
659,107,2025-09-22,App,491.53,66.12,Beleza,Protetor Solar,2,3,4
660,413,2024-08-05,Web,114.84,13.93,Beleza,Creme,4,4,4
661,35,2024-11-11,Web,4291.19,735.97,Eletrônicos,Smartphone,9,9,3
662,171,2024-12-15,Web,4757.93,1102.93,Casa & Cozinha,Notebook,6,6,4
663,473,2025-05-05,App,1383.52,61.47,Casa & Cozinha,Liquidificador,4,6,2
664,443,2025-07-03,App,440.9,32.26,Esporte,Garrafa,4,4,4
665,29,2025-06-17,Web,151.47,17.44,Beleza,Maquiagem,5,6,4
666,351,2024-12-05,App,6846.5,1331.31,Casa & Cozinha,Panela,4,1,4
667,321,2025-07-01,App,3765.18,326.74,Casa & Cozinha,Camiseta,8,7,4
668,385,2024-11-11,App,3625.25,672.62,Eletrônicos,Notebook,6,6,3
669,45,2025-05-23,App,283.75,12.12,Beleza,Creme,2,1,5
670,155,2024-06-28,Web,4267.34,44.89,Casa & Cozinha,Tablet,4,3,5
671,248,2025-05-27,Web,53.84,7.85,Livros,Ficção,3,5,4
672,269,2024-11-13,App,4447.0,798.6,Eletrônicos,TV,4,3,4
673,481,2025-06-12,App,7270.48,1195.7,Eletrônicos,Notebook,10,9,5
674,366,2025-06-18,Web,2868.24,0.0,Eletrônicos,Notebook,8,8,4
675,305,2024-03-30,Web,6845.92,488.58,Beleza,Educação,5,7,4
676,108,2024-11-24,Web,188.63,34.41,Livros,Educação,1,1,4
677,226,2024-04-30,Web,7016.34,572.35,Eletrônicos,TV,7,6,4
678,319,2025-07-27,Web,142.99,12.1,Beleza,Protetor Solar,1,1,3
679,139,2024-05-24,App,754.61,35.16,Beleza,Shampoo,4,4,4
680,228,2024-02-21,Web,2896.43,526.59,Eletrônicos,Fone de Ouvido,2,4,2
681,28,2024-03-29,Web,2225.65,310.05,Esporte,Bola,10,10,4
682,160,2024-12-06,App,5195.65,705.44,Livros,Educação,5,3,4
683,239,2025-08-04,Web,7198.85,616.72,Esporte,Bola,7,7,5
684,241,2024-08-25,App,326.64,16.04,Beleza,Perfume,3,2,5
685,201,2024-07-06,App,565.87,63.93,Beleza,Maquiagem,7,9,3
686,58,2024-12-25,Web,928.17,212.09,Beleza,Creme,2,1,4
687,408,2024-04-19,Web,472.38,30.22,Beleza,Educação,1,1,4
688,123,2025-09-27,Web,164.01,16.39,Livros,Ficção,5,5,4
689,175,2024-08-01,App,2418.96,211.83,Livros,Bicicleta,3,3,4
690,121,2024-06-26,App,99.74,10.88,Livros,Infantil,2,3,3
691,59,2025-08-29,Web,9495.44,1120.7,Eletrônicos,TV,1,4,3
692,91,2024-11-11,App,4300.38,991.72,Eletrônicos,TV,1,1,5
